Carimbo de data/hora,Curso,Semestre,Idade,Sexo,Frase [Faço amigos com facilidade na minha universidade.],Frase [Acredito que posso concretizar meus valores na profissão que escolhi.],Frase [Mesmo que pudesse não mudaria de universidade.],Frase [Costumo ter variações de humor.],"Frase [Olhando para trás, consigo identificar as razões que me levaram a escolher este curso.]",Frase [Nos estudos não estou conseguindo acompanhar o ritmo dos meus colegas de turma.],Frase [Escolhi bem o curso que frequento.],Frase [Tenho boas qualidades para a área profissional que escolhi.],Frase [Sinto-me triste ou abatido.],Frase [Administro bem meu tempo.],Frase [Ultimamente me sinto desorientado e confuso.],Frase [Tenho sido estimulado pelos meus professores na universidade a me desenvolver profissionalmente.],Frase [Gosto da universidade em que estudo.],Frase [Há situações em que sinto que estou perdendo o controle.],Frase [Sinto-me envolvido com o meu curso.],Frase [Conheço bem os serviços oferecidos pela minha universidade.],Frase [Gostaria de concluir o meu curso na instituição que agora frequento.],"Frase [Nos últimos tempos, me tornei mais pessimista.]",Frase [Meus colegas têm sido importantes para meu crescimento pessoal.],Frase [Minha trajetória universitária corresponde às minhas expectativas vocacionais.],Frase [Sinto cansaço e sonolência durante o dia.],Frase [Acredito que o meu curso me possibilitará a realização profissional.],Frase [Gosto das aulas do meu curso de graduação.],Frase [Acredito possuir bons amigos na universidade.],Frase [Sinto-me em forma e com um bom ritmo de trabalho.],Frase [Tenho desenvolvido amizades satisfatórias com os meus colegas de curso.],Frase [Tenho momentos de angústia.],Frase [Tenho dificuldades em achar um colega que me ajude num problema pessoal.],Frase [Não consigo concentrar-me numa tarefa durante muito tempo.],Frase [Faço um planejamento diário das coisas que tenho para fazer.],Frase [Tenho boas relações de amizade com colegas de ambos os sexos.],Frase [Consigo ter o trabalho escolar sempre em dia.],Frase [Quando conheço novos colegas não sinto dificuldades em iniciar uma conversa.],Frase [Escolhi o curso que me parece mais de acordo com as minhas aptidões e capacidades.],Frase [Há situações em sala de aula que os professores diminuem minha autoestima.],Frase [Sou visto como uma pessoa amigável e simpática.],Frase [Penso em muitas coisas que me deixam triste.],Frase [Procuro conviver com meus colegas fora dos horários das aulas.],Frase [Sei estabelecer prioridades no que diz respeito à organização do meu tempo.],Frase [Tomo a iniciativa de convidar os meus amigos para sair.],"Frase [Minhas relações de amizade são cada vez mais estáveis, duradouras e independentes.]",Frase [Faço boas anotações das aulas.],Frase [Sinto-me fisicamente delibitado.],Frase [Sinto-me encorajado para falar com meus professores.],Frase [A minha universidade não me desperta interesse.],Frase [Consigo ser eficaz na minha preparação para as provas.],Frase [A biblioteca da minha universidade é completa.],Frase [Procuro sistematizar/organizar a informação dada nas aulas. ],Frase [Simpatizo com a cidade onde se situa minha universidade.],Frase [Tenho dificuldades em tomar decisões.],Frase [Sinto-me desiludido com o meu curso.],Frase [Tenho capacidade para estudar.],Frase [Meus gostos pessoais foram decisivos na escolha do meu curso.],Frase [Tenho me sentido ansioso.],Frase [Estou no curso que sempre sonhei.],Frase [Sinto-me feliz com a forma como meus professores me tratam.],Frase [Sou pontual na chegada às aulas.],Frase [O meu curso tem boa infraestrutura.],Frase [Não consigo fazer amizade com meus colegas.],Frase [Mesmo que pudesse não mudaria de curso.],O que você achou deste questionário?
3/22/2018 11:35:01,Engenharia Química,3º semestre,18 a 21 anos,Feminino,3,3,4,4,2,3,2,2,3,2,3,2,3,4,2,3,3,4,3,2,4,2,1,3,2,2,3,2,4,2,3,2,3,1,2,3,3,1,2,1,1,1,3,2,2,3,2,3,3,3,4,3,2,3,1,1,3,3,2,1,Ótimo 
3/22/2018 11:37:19,Engenharia Química,7º semestre,18 a 21 anos,Masculino,3,3,3,4,2,2,2,3,3,4,3,2,3,4,2,3,3,5,2,2,3,3,1,4,2,3,5,3,2,1,3,3,3,2,5,2,4,3,4,3,2,3,1,2,3,3,3,3,4,3,4,4,3,4,3,2,3,3,2,2,A
3/22/2018 11:38:01,Engenharia Química,7º semestre,22 a 25 anos,Feminino,4,3,2,5,3,3,3,3,4,2,3,1,4,4,3,3,3,4,5,3,5,3,3,5,2,5,4,3,3,3,5,2,2,3,3,3,5,5,3,3,3,4,3,3,3,3,2,4,5,5,3,4,4,5,3,4,5,4,2,3,Avulso e cansativo 
3/22/2018 11:38:03,Engenharia Ambiental,5º semestre,18 a 21 anos,Masculino,4,3,5,1,2,2,3,4,1,4,3,4,4,1,3,3,4,2,3,3,2,3,4,4,4,5,3,2,2,3,5,3,4,3,2,4,1,2,4,1,1,2,1,4,3,4,4,4,5,2,3,4,3,3,3,4,4,5,1,5,interessante
3/22/2018 11:39:24,Engenharia Civil,9º semestre,18 a 21 anos,Feminino,3,2,4,2,5,1,3,3,4,4,4,1,3,2,1,3,5,4,5,2,5,2,3,5,1,5,5,2,4,4,5,4,2,3,3,4,5,1,5,1,3,4,2,1,3,4,4,2,2,5,4,5,5,5,4,4,5,3,2,1,Muito bom
3/22/2018 11:40:32,Engenharia de Produção Mecânica,1º semestre,18 a 21 anos,Feminino,1,5,5,3,5,2,5,4,3,3,2,4,5,4,5,3,5,2,2,3,4,5,5,1,2,1,4,5,2,5,2,3,1,4,3,3,3,3,4,2,1,5,2,5,1,2,3,4,4,3,1,5,5,3,3,3,4,4,4,4,"Longo, mas bem completo. "
3/22/2018 11:41:17,Engenharia Elétrica,5º semestre,22 a 25 anos,Masculino,3,4,4,3,4,2,4,4,3,3,2,4,3,4,3,3,4,4,3,4,3,5,4,3,3,3,4,3,2,5,3,3,2,4,2,3,2,3,4,3,4,3,2,3,1,4,1,4,4,2,2,5,5,2,5,4,2,4,1,5,Muito bom.
3/22/2018 11:41:23,Engenharia Química,3º semestre,18 a 21 anos,Feminino,4,5,4,2,5,4,5,5,1,4,1,4,5,2,4,4,5,1,5,4,3,5,4,5,3,5,2,2,3,5,5,4,4,4,2,4,1,5,4,5,5,5,1,3,1,3,3,4,3,3,1,5,5,2,3,5,4,4,1,5,Bem completo. Abrange os vários nichos em que a universidade pode afetar um estudante.
3/22/2018 11:41:38,Engenharia Elétrica,1º semestre,18 a 21 anos,Masculino,4,4,5,2,4,4,5,3,2,3,3,2,5,2,4,4,5,3,4,4,1,4,5,4,4,4,1,1,1,4,4,4,2,4,4,4,4,4,4,2,3,3,3,3,1,4,4,5,5,3,3,4,4,4,4,3,5,5,1,5,Bacana
3/22/2018 11:42:42,Engenharia Química,"5º semestre, ""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Feminino,3,4,4,4,4,3,3,3,4,3,4,2,4,4,4,3,5,5,5,3,4,4,2,5,3,4,5,4,4,5,4,2,3,2,3,4,4,4,2,1,3,4,4,3,3,2,3,4,4,3,4,4,5,5,4,3,4,3,2,3,Enorme. Muito grande pra responder. Porém abrangente.
3/22/2018 11:43:31,Engenharia Química,10º semestre,22 a 25 anos,Masculino,2,5,1,3,5,1,3,5,4,2,2,2,3,3,2,4,4,4,4,3,1,5,3,4,3,2,4,5,5,4,5,4,2,4,4,3,4,3,3,1,2,1,1,1,3,4,3,3,4,5,4,5,5,4,1,2,4,3,4,1,"Toca em pontos interessantes que afetam uma boa formação profissional, além de capcioso por perguntar a mesma coisa de diferentes maneiras"
3/22/2018 11:44:43,Engenharia Química,3º semestre,18 a 21 anos,Masculino,3,4,3,3,4,3,3,3,4,2,2,3,4,3,3,4,4,2,3,3,4,3,2,3,2,4,2,3,2,3,4,3,2,3,2,4,2,4,4,4,3,3,2,4,2,3,4,4,3,2,2,5,3,3,3,4,4,4,2,3,"As perguntas foram em sua grande maioria de grande relevância, no que diz respeito aos problemas e anseios de um discente. "
3/22/2018 11:45:39,Engenharia Química,3º semestre,18 a 21 anos,Feminino,4,5,3,2,5,2,5,5,2,3,1,2,5,3,5,3,5,3,5,2,5,5,3,4,3,5,4,1,3,5,5,2,5,5,4,5,3,4,5,3,3,5,3,1,1,3,2,5,5,2,2,5,5,4,3,2,5,5,1,2,
3/22/2018 11:46:34,Engenharia Elétrica,"5º semestre, ""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Masculino,4,4,3,2,4,2,4,3,3,2,3,2,4,4,4,3,4,4,4,4,4,4,2,4,2,4,4,2,2,4,4,2,4,4,4,4,2,4,4,3,4,2,2,2,2,2,4,4,4,2,3,4,4,4,4,4,3,2,2,4,
3/22/2018 11:50:00,Engenharia Metalúrgica,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",30 anos ou mais,Masculino,3,4,5,4,5,4,4,4,4,3,4,1,5,4,4,3,5,2,2,1,5,4,2,3,4,3,5,4,4,5,5,3,3,4,5,3,5,4,4,4,3,4,1,4,1,3,3,4,2,2,1,5,2,4,4,1,4,2,3,5,Deveriam haver mais perguntas relacionadas a forma como os alunos são tratados pelos professores
3/22/2018 11:53:13,Engenharia Química,5º semestre,18 a 21 anos,Masculino,5,3,3,3,5,4,4,4,2,3,1,1,5,3,4,1,4,3,5,5,5,4,2,5,1,4,3,1,4,4,5,2,4,4,4,5,1,5,4,4,3,2,5,4,2,2,1,4,4,2,3,5,5,4,5,1,5,2,1,4,TOP
3/22/2018 11:53:49,Design,1º semestre,Menos de 18 anos,Feminino,3,4,5,3,5,2,5,3,3,4,4,4,5,1,4,2,5,1,3,2,2,4,5,3,2,5,4,3,4,2,4,4,3,3,2,4,3,1,3,1,5,2,2,2,3,3,2,5,5,2,1,5,4,5,4,4,5,5,1,5,
3/22/2018 11:55:21,Engenharia Elétrica,1º semestre,18 a 21 anos,Feminino,4,4,4,4,4,2,5,5,1,4,2,2,5,2,5,4,5,2,5,4,3,5,5,4,4,4,1,1,2,2,4,4,4,4,1,5,2,4,4,4,4,5,1,4,2,5,5,4,4,2,1,4,4,3,4,4,5,5,2,5,Top!
3/22/2018 11:59:19,Engenharia Mecânica,1º semestre,18 a 21 anos,Masculino,2,4,3,2,5,3,4,4,1,3,2,5,4,2,5,3,4,1,4,4,3,4,4,4,4,3,2,3,2,3,4,3,3,5,1,4,1,3,4,4,5,4,1,3,1,4,4,5,5,3,1,4,5,2,4,5,5,4,3,5,"Bem elaborado e que, com sorte, criará embasamentos para a realização de algumas mudanças."
3/22/2018 12:00:03,Engenharia de Produção Mecânica,7º semestre,18 a 21 anos,Masculino,3,5,2,4,5,1,5,5,1,2,2,3,2,3,4,2,5,2,5,4,4,5,2,5,4,5,2,3,3,5,5,3,3,5,1,4,1,3,3,1,4,3,3,3,4,4,4,4,5,3,2,5,5,3,2,2,3,4,2,5,
3/22/2018 12:01:37,Engenharia de Telecomunicações,10º semestre,22 a 25 anos,Masculino,4,3,2,1,3,1,4,4,3,3,3,3,4,2,3,2,4,5,3,3,4,3,3,4,4,4,4,2,3,3,4,5,4,2,2,4,3,2,3,4,3,2,2,5,1,5,3,4,5,2,4,5,4,4,1,3,3,3,1,1,"Longo, certas vezes repetitivo. Porém, importante e interessante a temática dele."
3/22/2018 12:02:56,Engenharia Mecânica,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Feminino,5,4,2,5,4,5,4,4,5,3,5,2,3,5,2,2,5,5,3,1,5,3,3,5,1,4,5,2,5,3,5,1,1,4,3,4,5,5,3,2,2,4,4,2,4,2,4,4,4,4,4,1,5,5,3,3,4,3,1,4,Interessante e muito boa iniciativa da universidade de querer saber como os discentes estão se sentindo. Isso tem me afetado muito ultimanente e creio não ser a única.
3/22/2018 12:05:31,Engenharia Elétrica,1º semestre,18 a 21 anos,Feminino,3,4,3,1,3,2,5,5,3,5,3,4,4,2,4,3,4,1,3,4,3,5,5,2,5,2,3,3,3,5,3,3,4,4,1,5,1,4,5,3,2,5,1,3,1,4,1,5,1,1,1,4,4,3,3,3,5,5,1,3,Algumas questões são mais complexas do que as frases pré-definidas permitem responder
3/22/2018 12:07:17,Engenharia de Computação,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Feminino,2,2,3,3,3,3,4,2,5,1,5,1,5,5,2,2,3,5,5,3,4,1,2,5,1,3,5,5,5,2,4,1,2,3,2,3,3,5,2,4,4,1,4,3,2,1,2,2,1,4,5,3,3,5,2,3,3,4,3,4,
3/22/2018 12:09:49,Engenharia Elétrica,5º semestre,18 a 21 anos,Masculino,3,4,3,1,4,2,4,4,3,3,4,2,4,4,4,2,4,4,4,5,4,4,3,4,2,4,4,3,2,3,4,2,2,5,5,5,4,3,3,2,2,2,3,4,2,4,4,2,5,3,2,4,5,4,3,2,2,3,2,4,
3/22/2018 12:10:43,Engenharia Metalúrgica,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",26 a 29 anos,Masculino,1,3,1,1,4,1,3,3,4,3,3,1,1,3,1,3,5,3,1,1,3,1,2,1,3,1,3,5,1,4,1,4,1,3,3,1,3,1,4,1,1,4,1,1,4,4,1,4,1,2,4,5,3,3,1,1,5,3,5,1,Não  sei. 
3/22/2018 12:14:59,Engenharia de Produção Mecânica,3º semestre,18 a 21 anos,Masculino,3,4,3,3,5,2,4,4,3,3,2,2,3,2,4,3,3,4,3,3,3,5,4,3,3,3,1,2,2,2,4,4,3,4,3,3,3,2,3,2,4,4,3,3,2,3,5,4,4,2,2,4,4,4,2,3,5,4,2,3,
3/22/2018 12:15:44,Engenharia Civil,1º semestre,18 a 21 anos,Feminino,3,3,3,2,4,3,4,4,3,3,3,4,4,3,3,2,3,2,4,3,5,3,4,3,3,3,3,3,4,3,3,3,3,4,3,4,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,3,4,4,4,2,3,Um pouco confuso 
3/22/2018 12:16:11,Design,1º semestre,18 a 21 anos,Masculino,2,3,2,4,3,5,5,5,2,2,4,3,3,2,3,1,4,2,1,3,3,3,3,2,2,2,1,4,2,2,2,1,2,4,2,2,1,1,3,1,1,2,1,3,2,2,3,3,4,2,1,4,4,2,3,4,2,2,3,3,"invasivo, porém interessante"
3/22/2018 12:18:56,Engenharia Civil,9º semestre,26 a 29 anos,Masculino,3,5,1,5,3,3,3,3,3,1,3,2,3,5,3,2,5,5,4,1,5,5,3,3,3,3,5,5,5,1,3,2,4,4,5,3,5,2,4,1,4,4,4,3,3,3,3,3,5,4,2,5,5,5,5,5,4,4,1,5,"Muito bom o questionário, é muito importante saber aspectos emocionais e psicológicos dos alunos."
3/22/2018 12:19:15,Engenharia Química,"9º semestre, ""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Masculino,2,4,2,1,4,3,4,4,2,3,1,2,3,1,3,4,3,3,2,3,1,3,3,2,4,3,4,4,4,1,3,3,2,3,2,4,1,3,2,2,1,3,1,4,3,3,5,2,1,4,2,4,3,5,3,3,5,4,3,4,Gostei. Renderá informações interessantes.
3/22/2018 12:19:15,Engenharia Elétrica,"5º semestre, ""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Masculino,2,4,4,4,3,4,4,5,4,2,2,3,4,4,3,2,5,4,3,3,4,4,4,4,3,3,4,5,4,5,5,2,3,3,4,5,4,1,2,1,2,3,4,3,4,3,3,4,5,4,4,5,3,5,3,3,3,1,3,4,Necessário para uma autoavaliação
3/22/2018 12:21:07,Engenharia de Energias Renováveis,3º semestre,22 a 25 anos,Masculino,2,5,3,4,4,3,4,3,4,3,2,3,3,4,2,2,3,3,2,3,4,3,3,2,1,2,4,5,4,4,4,2,3,4,3,3,5,1,3,2,2,3,2,3,4,3,3,5,4,4,3,4,5,5,4,3,1,3,4,2,
3/22/2018 12:22:35,Engenharia Elétrica,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Feminino,2,5,1,3,5,3,4,4,4,3,4,2,2,3,3,4,5,5,4,2,5,5,2,3,3,2,5,3,3,3,4,3,2,5,4,3,4,3,3,2,3,4,2,2,4,3,4,4,5,4,3,5,5,5,4,2,3,3,3,4,
3/22/2018 12:26:28,Design,1º semestre,22 a 25 anos,Feminino,2,4,4,5,5,5,4,4,3,2,2,4,4,5,4,3,5,2,1,4,5,4,3,1,1,2,5,5,5,4,3,3,3,4,1,3,4,3,3,1,5,4,5,4,3,4,4,5,4,3,2,3,5,5,3,5,4,4,3,5,Achei as perguntas bem válidas.
3/22/2018 12:26:46,Engenharia Civil,9º semestre,22 a 25 anos,Masculino,3,4,4,3,2,1,3,3,3,3,3,3,4,2,2,2,5,4,3,3,3,4,3,3,3,2,3,3,3,3,4,4,3,2,2,4,3,4,4,4,3,4,2,4,1,5,3,5,5,4,2,4,3,3,1,4,4,2,2,5,
3/22/2018 12:27:17,Engenharia de Computação,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",26 a 29 anos,Masculino,4,3,1,5,3,2,2,3,4,3,2,1,4,5,3,1,5,5,5,3,4,2,2,5,1,3,5,3,5,2,5,3,5,2,4,4,5,2,4,3,3,4,3,2,1,3,1,2,4,4,3,5,5,4,4,3,3,2,1,1,
3/22/2018 12:27:17,Engenharia Civil,"5º semestre, ""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Masculino,2,5,5,4,5,3,5,4,3,2,3,1,4,4,4,2,5,1,4,4,3,5,3,4,3,3,5,5,5,1,1,3,1,2,2,3,3,4,3,1,3,3,1,3,1,2,3,2,3,4,1,5,3,4,3,3,2,2,4,5,bem detalhado
3/22/2018 12:30:15,Engenharia Mecânica,5º semestre,18 a 21 anos,Feminino,3,3,4,3,3,3,4,3,2,3,2,3,4,2,3,4,5,2,3,3,4,3,3,2,2,3,3,4,5,4,4,3,4,4,4,4,3,3,4,2,3,3,4,3,4,4,5,5,2,2,3,4,3,4,3,3,4,4,3,4,
3/22/2018 12:31:34,Engenharia Mecânica,5º semestre,18 a 21 anos,Masculino,5,4,4,2,4,3,5,5,1,3,1,3,4,2,5,3,5,3,5,4,4,4,3,5,5,5,2,1,2,3,5,2,2,5,3,5,2,3,4,1,4,3,1,3,1,4,3,4,4,3,2,4,5,3,4,3,3,2,1,4,Bem completo 
3/22/2018 12:33:52,Engenharia Mecânica,"7º semestre, ""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",26 a 29 anos,Masculino,3,2,3,4,3,1,3,4,4,3,4,1,3,4,2,3,4,4,4,3,4,2,3,2,3,2,4,5,4,3,3,4,3,3,2,3,4,1,3,1,1,4,1,2,4,4,1,3,2,4,5,5,3,4,2,2,1,1,2,2,não vai dar em nada.
3/22/2018 12:34:56,Engenharia de Energias Renováveis,9º semestre,22 a 25 anos,Masculino,4,4,4,5,3,1,2,3,4,4,5,1,4,4,4,4,4,5,2,3,5,3,1,5,2,4,5,2,1,3,5,5,4,3,5,5,5,5,5,5,4,4,3,2,1,5,3,3,4,4,5,4,4,5,3,4,3,3,2,1,
3/22/2018 12:35:13,Engenharia Mecânica,1º semestre,18 a 21 anos,Masculino,1,3,1,2,4,4,2,4,2,2,2,3,5,2,2,3,3,1,1,2,4,3,4,1,3,1,3,4,3,2,4,3,4,3,1,3,2,2,3,3,3,4,2,3,1,3,5,3,4,2,3,5,3,4,3,5,4,4,5,1,Importante para a melhora no suporte direto ao aluno
3/22/2018 12:35:15,Engenharia de Produção Mecânica,"3º semestre, ""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Masculino,4,4,5,3,4,1,4,4,1,3,1,4,5,2,4,3,5,2,4,4,3,4,4,4,4,4,2,2,2,2,4,4,3,4,2,3,2,4,4,3,4,3,2,3,1,4,5,5,3,3,1,5,4,1,2,3,5,5,1,3,"Questionário bastante completo e abrangente. Com um claro foco nas escolhas tomadas pelo universitário que o levaram até onde está,  como também no aspecto emocional e interpessoal do universitário "
3/22/2018 12:36:53,Engenharia Elétrica,"7º semestre, ""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Masculino,2,3,1,3,5,5,3,3,2,2,2,1,3,1,2,3,4,1,3,2,4,1,3,2,3,2,1,1,5,4,3,1,4,3,4,1,1,1,3,2,1,2,1,2,3,2,2,2,3,2,2,4,4,2,5,2,1,2,2,4,
3/22/2018 12:36:59,Engenharia Mecânica,"9º semestre, ""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Masculino,4,3,1,2,4,4,2,5,4,3,1,1,2,1,4,5,3,2,5,3,5,2,2,4,5,5,4,2,4,4,5,3,5,5,5,4,2,2,3,1,3,3,2,3,4,2,4,4,4,3,4,5,5,3,4,2,4,1,1,1,Satisfatório 
3/22/2018 12:38:43,Engenharia Mecânica,3º semestre,18 a 21 anos,Masculino,4,4,2,3,4,1,3,4,3,3,2,1,2,4,4,3,3,2,5,4,4,3,2,3,4,4,3,2,3,3,3,4,2,4,4,4,4,4,4,5,4,2,1,2,2,4,4,2,3,3,4,4,4,4,3,2,5,1,1,4,"Bom, mas cansativo. E algumas perguntas foram bem similares entre si."
3/22/2018 12:38:49,Engenharia Mecânica,9º semestre,22 a 25 anos,Masculino,3,4,2,2,3,2,3,3,3,3,3,1,2,1,3,5,4,4,5,4,3,1,2,5,4,4,2,2,2,3,5,3,3,5,4,5,1,4,4,2,3,4,1,4,3,4,4,4,4,3,4,4,4,3,4,3,5,1,1,3,o mais completo que já vi. Espero eu que a Universidade tenha acesso aos resultados e mude conforme a necessidade para atender da melhor forma os que constroem ela.
3/22/2018 12:39:26,Engenharia Civil,5º semestre,18 a 21 anos,Masculino,3,4,5,3,3,2,4,5,3,4,4,5,5,4,3,5,5,5,3,4,5,5,5,3,2,4,4,3,1,4,5,5,5,3,4,5,3,4,5,3,4,5,3,4,1,5,5,5,2,2,3,5,4,4,3,4,5,5,3,4,"Longo, mas abrangente."
3/22/2018 12:39:30,Engenharia Mecânica,3º semestre,18 a 21 anos,Feminino,3,4,1,4,3,2,4,4,5,2,5,2,3,4,2,1,4,4,4,2,5,3,2,5,3,3,4,4,3,4,4,3,1,4,4,3,3,4,4,4,4,3,3,3,3,4,1,3,3,4,4,4,4,4,3,2,2,1,3,2,
3/22/2018 12:39:45,Engenharia Química,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Masculino,3,5,4,5,5,4,4,4,3,3,2,3,5,4,4,4,5,3,3,4,4,5,4,5,4,5,3,4,3,3,5,4,3,4,3,3,4,4,4,5,4,4,3,3,2,4,4,4,5,3,3,4,4,3,4,4,3,4,3,3,
3/22/2018 12:41:11,Engenharia Mecânica,7º semestre,18 a 21 anos,Feminino,4,3,4,5,4,2,4,5,3,4,3,1,3,4,4,3,5,3,5,4,5,4,3,4,3,5,5,2,2,2,5,3,2,4,5,4,3,5,4,4,5,1,3,1,3,5,3,2,1,2,3,5,5,5,4,1,2,2,1,5,Poderiam ter mais questoes se o aluno procurou auxilio psicologico/psiquiatrico 
3/22/2018 12:41:44,Engenharia Mecânica,3º semestre,18 a 21 anos,Masculino,3,4,2,3,3,3,4,4,3,3,3,2,3,4,3,4,3,5,5,4,4,4,3,5,3,5,4,1,2,4,5,2,4,4,4,4,4,5,4,4,5,3,2,1,3,4,3,4,3,4,4,4,4,4,3,3,3,3,2,2,
3/22/2018 12:42:15,Engenharia Mecânica,"5º semestre, ""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Masculino,3,3,1,1,3,3,5,5,1,2,2,2,5,1,5,3,3,1,2,3,2,4,2,5,3,4,1,1,4,1,5,3,4,4,1,3,1,5,3,5,5,2,1,4,1,2,3,3,4,2,1,4,5,2,4,4,3,3,2,4,Muito longo
3/22/2018 12:45:29,Engenharia Civil,5º semestre,18 a 21 anos,Masculino,3,3,4,1,5,1,5,4,1,4,2,2,4,1,4,3,5,2,4,3,4,4,4,4,5,3,3,2,1,5,2,4,2,5,1,3,1,4,5,3,3,5,1,3,3,4,5,5,5,1,2,5,5,1,5,3,5,4,1,5,"Bastante completo, contemplando tanto questões de ordem profissional como pessoal."
3/22/2018 12:45:51,Engenharia Mecânica,3º semestre,18 a 21 anos,Masculino,4,4,1,2,5,4,5,5,2,2,1,2,3,2,3,1,3,2,5,3,2,4,2,5,4,4,1,2,2,1,4,2,4,3,2,4,2,4,3,4,3,2,1,3,3,4,4,3,3,2,4,5,3,2,4,3,2,2,1,2,"Excelente, mas pode ser otimizado"
3/22/2018 12:46:21,Engenharia de Petróleo,3º semestre,22 a 25 anos,Feminino,3,5,4,5,5,2,5,4,3,2,4,1,5,4,1,1,5,3,1,2,4,1,2,1,1,1,5,5,3,3,1,1,1,5,3,3,4,1,3,1,1,5,5,2,3,1,2,5,1,3,5,5,5,5,5,5,4,1,3,5,"Incompleto. Falta questionar sobre a indole do professor. Estamos sofrendo abuso, por sermos tão cobrados quanto a matéria. Nenhum ser humano merece tanta pressão. Em uma unviversidade como a UFC, nao deveria ser tao comum os alunos ficarem de AF. Isso é muito vergonhoso para uma Federal de prestígio. Nós fazemos o curso por amor, mas a didática padrão da UFC nos causa terror. Seria ideal que houvesse momentos de diversão, como visitas técnicas, trabalhos manuais com a ajuda do professor e etc... OBS: Ninguém entra na universidade de ensino com o mesmo nível de conhecimento, seria crucial que exista um preparatório introdutório para as anuais do 1° semestre e tambem, para as matérias mais difíceis do curriculo de cadeiras. Essa introducao seria  uma base preparatoria para recebermos a materia dada pelo professor. "
3/22/2018 12:46:56,Design,1º semestre,Menos de 18 anos,Feminino,5,4,4,2,5,1,5,4,1,4,3,3,5,2,4,2,4,1,5,5,3,4,4,4,3,5,1,1,4,4,4,3,4,5,2,5,1,2,3,2,3,2,2,2,1,3,3,3,2,3,1,5,5,3,5,3,5,2,1,5,"Achei bastante construtivo. Com ele, até o próprio aluno pode avaliar seu próprio desempenho."
3/22/2018 12:47:44,Engenharia de Computação,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",26 a 29 anos,Masculino,2,3,4,2,4,3,3,5,4,3,4,3,4,4,2,3,5,3,1,2,4,2,2,2,2,1,4,3,3,4,3,3,2,4,3,2,4,1,3,1,2,3,3,4,2,2,2,2,3,2,4,3,5,5,4,2,2,3,2,3,
3/22/2018 12:51:22,Arquitetura e Urbanismo,3º semestre,18 a 21 anos,Feminino,5,5,5,4,4,1,5,4,1,3,1,2,4,1,4,4,5,1,4,3,5,5,4,5,4,5,3,1,3,3,5,5,3,3,2,5,1,3,2,2,4,4,1,4,2,4,3,4,4,4,1,5,3,5,4,4,5,3,1,4,Completo
3/22/2018 12:51:32,Engenharia Química,3º semestre,18 a 21 anos,Masculino,4,4,3,3,4,2,4,4,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,3,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,2,3,3,2,3,2,3,3,2,3,Interessantíssimo 
3/22/2018 12:53:37,Arquitetura e Urbanismo,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",26 a 29 anos,Feminino,3,1,4,2,4,1,2,5,4,4,5,2,4,5,2,5,5,5,5,2,5,1,5,5,3,4,5,4,1,5,3,4,4,5,5,4,4,5,5,3,2,3,1,1,2,4,4,4,3,5,5,5,5,5,2,2,3,1,1,4,"Não sei qual o objetivo, mas gostei por levar em consideração pontos de vista pessoais sobre aspectos as vezes ignorados pela universidade, como infraestrutura, saúde psicológica, perspectivas profissionais."
3/22/2018 12:56:29,Engenharia Química,7º semestre,18 a 21 anos,Feminino,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
